epoch,train_loss,train_acc,val_loss,val_acc
0,2.7500641,0.0,3.1427689,0.0
1,2.4871044,0.0,3.126436,0.0
2,2.1461546,100.0,3.0891433,100.0
3,1.8400822,100.0,3.0461817,100.0
4,1.5611163,100.0,2.9997463,100.0
5,1.3201724,100.0,2.9534311,100.0
6,1.114044,100.0,2.9499059,100.0
