epoch,train_loss,train_acc,val_loss,val_acc
0,2.3635545,31.994897959183675,3.1147304,12.071428571428571
1,1.9982944,41.85204081632653,3.0462472,15.071428571428571
2,1.890219,44.964285714285715,3.00702,14.928571428571429
3,1.8039943,47.51020408163265,3.110185,14.142857142857142
4,1.7463951,48.69897959183673,3.1470351,10.857142857142858
5,1.6988857,49.96938775510204,3.0103834,15.214285714285714
6,1.6600246,50.91836734693877,3.0629628,13.857142857142858
7,1.6379782,51.32142857142857,3.1509643,15.071428571428571
8,1.6137567,52.37244897959184,3.0932055,12.785714285714286
9,1.60251,52.54081632653061,3.0881734,12.857142857142858
10,1.577485,53.13775510204081,3.110134,14.571428571428571
11,1.5551431,53.67857142857143,3.2256982,11.642857142857142
12,1.5565122,53.474489795918366,3.064842,14.214285714285714
13,1.5434866,53.46938775510204,3.0778313,15.642857142857142
14,1.5268165,54.38775510204081,3.121996,15.642857142857142
15,1.5284952,54.015306122448976,2.9571397,16.785714285714285
16,1.5059521,54.785714285714285,3.1371362,13.857142857142858
17,1.5049863,54.67857142857143,3.0600386,14.0
18,1.4971788,54.576530612244895,3.0742595,15.5
19,1.4860319,55.38775510204081,3.0094326,16.214285714285715
20,1.4762775,54.994897959183675,3.090747,15.0
21,1.4736428,55.95918367346939,3.000392,18.285714285714285
22,1.4732347,55.545918367346935,2.9353344,16.5
23,1.460574,55.79081632653061,2.9958875,16.142857142857142
24,1.4492615,56.13265306122449,3.1166222,15.714285714285714
25,1.4517947,56.015306122448976,3.0456898,15.642857142857142
26,1.4576325,55.816326530612244,3.1777208,16.928571428571427
27,1.4487231,56.035714285714285,3.1450934,16.285714285714285
28,1.4470676,56.316326530612244,3.0979111,17.071428571428573
29,1.4388249,56.357142857142854,3.0633042,17.5
30,1.436075,56.12755102040816,3.0517333,17.642857142857142
31,1.4318916,56.505102040816325,2.933236,16.571428571428573
32,1.4287238,56.61224489795919,3.1772785,15.857142857142858
33,1.4159874,56.61224489795919,3.2093446,14.642857142857142
34,1.4229976,56.39795918367347,3.2055583,15.5
35,1.4247401,56.70918367346939,2.969535,17.071428571428573
36,1.4253407,56.84183673469388,3.1543632,14.5
37,1.421959,56.73979591836735,3.16754,16.785714285714285
38,1.4137338,56.994897959183675,2.9929233,15.785714285714286
39,1.4082366,57.13775510204081,3.3502135,13.0
40,1.4147304,56.734693877551024,3.1616273,16.714285714285715
41,1.4162247,56.77040816326531,3.1174197,15.857142857142858
42,1.4018627,57.34183673469388,3.1016078,16.642857142857142
43,1.3974155,57.33163265306123,3.2543163,14.928571428571429
44,1.4126588,57.09183673469388,3.3377047,14.285714285714286
45,1.3995873,57.54081632653061,3.0565517,16.785714285714285
46,1.409278,57.13265306122449,3.312158,13.785714285714286
47,1.3889916,57.642857142857146,3.319892,11.5
48,1.4081059,57.173469387755105,3.1626241,17.142857142857142
49,1.3816185,57.484693877551024,3.248731,15.5
50,1.4013983,57.53061224489796,3.1687884,14.785714285714286
51,1.3942431,57.51020408163265,3.182455,12.785714285714286
52,1.3798394,57.86224489795919,3.1101294,16.857142857142858
53,1.3846567,57.69897959183673,3.056004,17.571428571428573
54,1.3966329,57.36734693877551,3.457634,10.571428571428571
55,1.3872956,57.5969387755102,3.3686175,14.142857142857142
56,1.3752909,58.41326530612245,3.1370602,14.785714285714286
57,1.3809081,57.994897959183675,3.0506926,18.0
58,1.3730294,57.76020408163265,2.890322,19.642857142857142
59,1.375893,58.005102040816325,3.2072704,15.285714285714286
60,1.3780617,58.02040816326531,3.1396863,17.857142857142858
61,1.3704351,57.8469387755102,2.9347,18.428571428571427
62,1.366146,57.974489795918366,3.1155825,16.571428571428573
63,1.3713479,58.03061224489796,3.0108297,17.571428571428573
64,1.3745241,58.107142857142854,3.140371,15.0
65,1.3733809,58.10204081632653,3.1910324,16.714285714285715
66,1.3707608,57.87755102040816,3.1598136,15.785714285714286
67,1.3653678,58.525510204081634,3.2062063,16.142857142857142
68,1.3767202,58.17857142857143,3.164022,16.357142857142858
69,1.3648016,58.10204081632653,3.339436,14.357142857142858
70,1.37206,57.69387755102041,3.2016137,17.0
71,1.3716636,58.18877551020408,2.977821,16.857142857142858
72,1.3695254,58.20918367346939,3.0300035,16.5
73,1.3662852,58.392857142857146,3.2254338,16.857142857142858
74,1.3608192,58.64795918367347,3.0216684,16.785714285714285
75,1.3708079,58.41326530612245,3.0512288,16.928571428571427
76,1.348709,59.0969387755102,3.3381662,12.785714285714286
77,1.3512654,58.51020408163265,3.158546,16.357142857142858
78,1.3576055,58.576530612244895,3.0783165,16.928571428571427
79,1.3759916,57.78061224489796,3.322335,14.785714285714286
80,1.3748995,58.045918367346935,3.334475,11.785714285714286
81,1.3604422,58.18877551020408,3.2039335,17.428571428571427
82,1.3517793,58.326530612244895,3.3810394,14.642857142857142
83,1.354067,58.68877551020408,3.3888624,13.928571428571429
84,1.3556548,58.515306122448976,3.1758034,17.285714285714285
85,1.3678178,58.19897959183673,3.345477,13.428571428571429
86,1.3628322,58.10204081632653,3.051119,17.142857142857142
87,1.3513447,58.68877551020408,3.2158308,15.857142857142858
88,1.3596389,58.454081632653065,3.08383,16.785714285714285
89,1.3525552,58.107142857142854,3.0840123,17.642857142857142
90,1.3567368,58.52040816326531,3.0552442,17.357142857142858
91,1.3384379,58.82142857142857,3.2013016,14.642857142857142
92,1.3376206,59.0969387755102,3.2091305,14.642857142857142
93,1.3522167,58.642857142857146,3.070677,17.071428571428573
94,1.3626405,58.38265306122449,3.0802186,16.5
95,1.3496653,58.81122448979592,3.3318994,12.785714285714286
96,1.3657193,58.295918367346935,2.9460127,19.357142857142858
97,1.3570598,58.11734693877551,3.1229944,17.142857142857142
98,1.3513362,58.38265306122449,3.2228622,15.428571428571429
99,1.3553282,58.765306122448976,3.2195845,16.857142857142858
100,1.3475306,59.07142857142857,3.1912758,14.642857142857142
101,1.3449711,58.85204081632653,3.1514356,17.214285714285715
102,1.3462987,58.392857142857146,3.3080046,15.214285714285714
103,1.3441784,58.85204081632653,3.1763372,16.5
104,1.3493285,58.79081632653061,3.0624995,16.714285714285715
105,1.3447515,58.704081632653065,3.186471,16.214285714285715
106,1.3515525,58.45918367346939,3.0987144,16.0
107,1.3493462,59.16326530612245,3.0305216,16.571428571428573
108,1.3477955,58.704081632653065,3.1113265,16.714285714285715
109,1.345303,58.974489795918366,3.1673515,14.857142857142858
110,1.3444635,58.64795918367347,3.2637608,15.428571428571429
111,1.3553687,58.80102040816327,3.0996673,18.142857142857142
112,1.3440108,58.58673469387755,3.192018,15.928571428571429
113,1.354126,58.025510204081634,3.1079524,17.714285714285715
114,1.3520409,58.6530612244898,3.1312447,13.0
115,1.3468871,58.704081632653065,3.1282468,16.142857142857142
116,1.3341753,58.964285714285715,3.1690502,16.642857142857142
117,1.3564761,58.607142857142854,2.9924016,17.928571428571427
118,1.341015,59.10204081632653,2.939306,19.857142857142858
119,1.3468173,58.64795918367347,3.2348866,13.642857142857142
120,1.3419045,59.066326530612244,3.3588135,14.785714285714286
121,1.3360533,58.82142857142857,3.225865,16.928571428571427
122,1.3371922,59.08673469387755,3.2669063,14.714285714285714
123,1.3422787,59.12244897959184,3.178583,17.142857142857142
124,1.3425127,58.704081632653065,3.261656,14.642857142857142
125,1.339003,59.15816326530612,3.1087904,14.642857142857142
126,1.3405663,58.66326530612245,3.205231,15.5
127,1.3568506,58.066326530612244,3.1399975,15.071428571428571
128,1.3345517,59.142857142857146,3.2192276,16.571428571428573
129,1.3329993,59.22959183673469,2.9591248,18.214285714285715
130,1.33805,59.06122448979592,3.336095,12.928571428571429
131,1.3325492,58.964285714285715,3.3366015,13.214285714285714
132,1.3371089,59.234693877551024,3.1038384,17.785714285714285
133,1.3420027,58.785714285714285,3.287127,13.5
134,1.3401067,58.73979591836735,3.17211,14.571428571428571
135,1.3387158,58.90816326530612,3.0228033,17.0
136,1.3314737,59.01020408163265,3.0478487,15.928571428571429
137,1.3341626,58.93877551020408,3.268931,15.714285714285714
138,1.3281344,59.173469387755105,3.2043264,15.071428571428571
139,1.3526942,58.65816326530612,3.2718582,14.357142857142858
140,1.3396521,58.964285714285715,3.0683656,17.857142857142858
141,1.332151,58.94387755102041,3.1373525,16.5
142,1.3314277,58.994897959183675,3.0960557,15.928571428571429
143,1.3395742,59.17857142857143,2.969783,18.785714285714285
144,1.3415151,59.09183673469388,3.3210216,14.642857142857142
145,1.3300686,59.30612244897959,3.4146006,14.214285714285714
146,1.3363131,58.86734693877551,3.2028048,17.214285714285715
147,1.3340151,59.17857142857143,3.1768048,16.642857142857142
148,1.3209804,59.22959183673469,3.1410668,16.785714285714285
149,1.335381,59.005102040816325,3.2298832,14.142857142857142
150,1.3382475,58.95918367346939,3.0560837,17.285714285714285
151,1.3306956,58.71938775510204,3.3004391,15.285714285714286
152,1.3382367,59.16836734693877,3.2133934,15.285714285714286
153,1.3374552,59.45918367346939,2.9993625,17.285714285714285
154,1.3255876,59.16836734693877,3.0633056,18.5
155,1.3386545,59.03061224489796,3.0173316,17.0
156,1.3399568,58.795918367346935,3.1692317,15.5
157,1.3292974,59.35204081632653,3.0284848,18.142857142857142
158,1.3338628,58.96938775510204,3.2387109,15.785714285714286
159,1.3318006,59.18877551020408,2.9853044,18.5
160,1.3236833,58.994897959183675,3.5401425,11.571428571428571
161,1.336822,59.204081632653065,3.0490775,18.0
162,1.3216411,59.43877551020408,3.0926657,18.857142857142858
163,1.328259,59.01020408163265,3.0509877,18.0
164,1.329668,59.20918367346939,3.2145762,16.428571428571427
165,1.3174058,59.52040816326531,3.299905,15.5
166,1.3334156,59.183673469387756,3.1294193,16.785714285714285
167,1.3158451,59.73979591836735,3.3538587,14.214285714285714
168,1.3325468,59.05612244897959,2.9671037,19.357142857142858
169,1.3165371,59.70918367346939,3.1725924,15.5
170,1.3295088,59.234693877551024,3.2931333,14.928571428571429
171,1.3276503,59.31122448979592,3.1321871,17.071428571428573
172,1.3346405,59.03061224489796,3.045268,16.642857142857142
173,1.337041,59.03061224489796,3.4322088,14.785714285714286
174,1.3332317,59.20918367346939,3.0234911,18.857142857142858
175,1.3357178,59.08163265306123,3.0917108,17.214285714285715
176,1.3382025,59.20918367346939,3.331549,15.714285714285714
177,1.3317273,59.39795918367347,3.1033733,17.142857142857142
178,1.3322022,59.11734693877551,2.984341,18.5
179,1.3358431,58.87755102040816,3.1613941,16.5
180,1.3270248,59.204081632653065,3.2730188,14.357142857142858
181,1.3408326,58.69897959183673,3.2459433,14.142857142857142
182,1.3281823,59.20918367346939,3.408209,13.857142857142858
183,1.3289338,58.61224489795919,3.1356761,15.285714285714286
